index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by
869,405-4515494-3244302,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3368,PJNE3368-KR-6XL,kurta,6XL,B09PY99SVJ,Shipped,1,INR,505,CHENNAI,TAMIL NADU,600040,IN,,FALSE,
870,404-0812833-5129124,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET398,SET398-KR-PP-XXL,Set,XXL,B09RP8WY5J,Shipped,1,INR,1186,JAMMU,JAMMU & KASHMIR,181124,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
871,403-9928712-6587519,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-L,Set,L,B09NQ4XYV9,Shipped,1,INR,597,Dungarpur,RAJASTHAN,314031,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
872,404-5314568-1043519,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0301,J0301-TP-M,Top,M,B099S9DTR2,Shipped,1,INR,463,PANCHKULA,HARYANA,134117,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
873,402-8207665-7247536,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3368,JNE3368-KR-XXXL,kurta,3XL,B0828PD16L,Shipped,1,INR,471,HYDERABAD,TELANGANA,500001,IN,,FALSE,
874,403-3814019-1141952,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-M,Set,M,B09KXV4BN8,Shipped,1,INR,626,DHOLKA,Gujarat,382225,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
875,403-5049239-4135545,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-XL,kurta,XL,B081WT6GG7,Shipped,1,INR,399,DALTONGANJ,JHARKHAND,822102,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
876,405-6344744-8777959,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET110,SET110-KR-PP-L,Set,L,B0822TBFW3,Shipped,1,INR,788,BENGALURU,KARNATAKA,560094,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
877,405-0654626-6276321,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3894,JNE3894-TP-M,Top,M,B09TZSX6PQ,Shipped,1,INR,751,BATHINDA,PUNJAB,151001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
878,403-9647049-8100304,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,JNE3543,JNE3543-KR-XL,kurta,XL,B08HK4MG14,Unshipped,1,INR,368,LUCKNOW,UTTAR PRADESH,226026,IN,,FALSE,
879,407-3546546-1957155,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744,HYDERABAD,TELANGANA,501505,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
880,404-4807357-2693108,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3405,JNE3405-KR-L,kurta,L,B081WSCKPQ,Shipped,1,INR,399,Nagpur,MAHARASHTRA,440030,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
881,404-4911741-3341902,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5027,MEN5027-KR-XL,kurta,XL,B08YYS5WM3,Shipped,1,INR,475,CHENNAI,TAMIL NADU,600028,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
882,404-1580706-8406729,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5006,MEN5006-KR-XL,kurta,XL,B08YZ2ZXT4,Shipped,1,INR,475,CHENNAI,TAMIL NADU,600028,IN,,FALSE,
883,404-6525036-6681154,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3806,JNE3806-KR-L,kurta,L,B09RKC8XLG,Shipped,1,INR,521,RANCHI,JHARKHAND,834003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
884,408-6862949-2369917,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3870,JNE3870-DR-XXXL,Western Dress,3XL,B09RK7CGHJ,Shipped,1,INR,721,PATNA,BIHAR,800024,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
885,403-4522038-5418732,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-XS,Set,XS,B08XQBXFPP,Shipped,1,INR,788,MANGALURU,KARNATAKA,575002,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
886,405-9510649-7934734,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XXL,kurta,XXL,B08BFT4ZKX,Shipped,1,INR,486,"KAMATGI,Hunugund taluk,Bagalkot district",KARNATAKA,587120,IN,Duplicated A12RHGVGRWOT3S 1560498941486,FALSE,
887,408-2170248-9556321,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-L,Set,L,B09NQ44RNV,Shipped,1,INR,597,GUWAHATI,ASSAM,781017,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
888,171-1747399-1165911,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-M,Western Dress,M,B099NQQ79L,Shipped,1,INR,744,GUWAHATI,ASSAM,781015,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
889,408-1752203-1767518,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET349,SET349-KR-NP-XS,Set,XS,B09QJ3QY96,Shipped,1,INR,939,BENGALURU,KARNATAKA,560043,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
890,402-6953218-8797919,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3465,JNE3465-KR-XL,kurta,XL,B08BF4PWCT,Shipped,1,INR,517,RANCHI,JHARKHAND,834009,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
891,407-3644990-7729144,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,Shipped,1,INR,744,CHENNAI,TAMIL NADU,600088,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-XVPICCHRWDCAI;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
892,406-9906656-5128304,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,J0167,J0167-KR-S,kurta,S,B08QGPXDMY,Cancelled,0,,,KANPURKanpur,UTTAR PRADESH,208013,IN,,FALSE,
893,171-8345794-3569957,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5021,MEN5021-KR-M,kurta,M,B08YYQRS7M,Shipped,1,INR,533,BHUBANESWAR,ODISHA,751001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
894,403-9545828-0603523,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Shipped,1,INR,563,NEW DELHI,DELHI,110068,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
895,408-8140052-8753913,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5031,MEN5031-KR-S,kurta,S,B08YYSMBZ3,Shipped,1,INR,549,Bengaluru,KARNATAKA,560068,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
896,406-7221225-8921144,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET345,SET345-KR-NP-XL,Set,XL,B09KXWW582,Shipped,1,INR,626,NAGPUR,MAHARASHTRA,440013,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,FALSE,Easy Ship
897,406-4803324-2221109,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET356,SET356-KR-NP-XXXL,Set,3XL,B09QJ49VXB,Shipped,1,INR,1099,ARNI,MAHARASHTRA,445103,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
898,407-5470882-4765942,4/30/2022,Cancelled,Merchant,Amazon.in,Standard,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,,0,,,CHENNAI,TAMIL NADU,600088,IN,,FALSE,Easy Ship
899,403-0373263-7181928,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET098,SET098-KR-PP-S,Set,S,B07X3KSDT3,Shipped,1,INR,696,HYDERABAD,TELANGANA,500049,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
900,405-3139781-4240349,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET278,SET278-KR-NP-S,Set,S,B0983F2ZJW,Shipped,1,INR,1432,MORBI,Gujarat,363641,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
901,404-4771108-9660348,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3294,JNE3294-KR-XXL,kurta,XXL,B07R41S1YG,Shipped,1,INR,432,CHENNAI,TAMIL NADU,600106,IN,,FALSE,
902,407-4616863-5212363,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET363,SET363-KR-NP-M,Set,M,B09TH8L9PW,Shipped,1,INR,1338,Jorhat,ASSAM,785001,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
903,405-5863149-6577918,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XS,Set,XS,B09NQ4DD29,Shipped,1,INR,597,Bantwal,KARNATAKA,574211,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
904,405-5863149-6577918,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET265,SET265-KR-NP-XS,Set,XS,B0983BR8XF,Shipped,1,INR,888,Bantwal,KARNATAKA,574211,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
905,406-7524766-1454768,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET282,SET282-KR-PP-XXXL,Set,3XL,B09CTFP96V,Shipped,1,INR,1033,SECUNDERABAD,TELANGANA,500009,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
906,408-6818789-4965132,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XXL,kurta,XXL,B082W8RWN1,Shipped,1,INR,376,GUWAHATI,ASSAM,781035,IN,,FALSE,
907,402-1038454-4297969,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0414,J0414-DR-XXXL,Western Dress,3XL,B09TY2DQ8G,Shipped,1,INR,885,NOIDA,UTTAR PRADESH,201303,IN,,FALSE,
908,408-8100357-3585904,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3506,JNE3506-KR-XXL,kurta,XXL,B08WQCD1RK,Shipped,1,INR,635,GANJAM,ODISHA,761209,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
909,402-4372312-4448367,4/30/2022,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Unshipped,1,INR,597,DEWAS,MADHYA PRADESH,455001,IN,,FALSE,
910,406-3745473-8633147,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,PJNE3252,PJNE3252-KR-N-6XL,kurta,6XL,B09LD24932,Shipped,1,INR,563,PUNE,MAHARASHTRA,411040,IN,,FALSE,
911,403-1140011-7398736,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5001,MEN5001-KR-M,kurta,M,B08YYTH8N5,Shipped,1,INR,499,PATNA,BIHAR,800003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
912,403-1140011-7398736,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5022,MEN5022-KR-M,kurta,M,B08YYV8NZL,Shipped,1,INR,549,PATNA,BIHAR,800003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
913,403-1140011-7398736,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5023,MEN5023-KR-M,kurta,M,B08YZ1B283,Shipped,1,INR,549,PATNA,BIHAR,800003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
914,403-1140011-7398736,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,MEN5030,MEN5030-KR-M,kurta,M,B08YYSPMPN,Shipped,1,INR,452,PATNA,BIHAR,800003,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
915,171-2789156-5817163,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,MEN5003,MEN5003-KR-XXXL,kurta,3XL,B08YZ45DTV,Shipped,1,INR,449,NAGAUR,RAJASTHAN,342037,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-DELQQPYRTQEMS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
916,404-9605291-9790766,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-G-XXL,kurta,XXL,B07K44CD3P,Shipped,1,INR,685,KANPUR,UTTAR PRADESH,209864,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
917,408-9259634-7565152,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3660,JNE3660-TP-N-S,Top,S,B08ZHFVV6F,Shipped,1,INR,391,NEYYATTINKARA,KERALA,695122,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-CXNSLNBROFDW4;Amazon PLCC Free-Financing Universal Merchant AAT-R7GXNZWISTRFA;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
918,171-2120512-6643534,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3405,JNE3405-KR-S,kurta,S,B081WX4G4Q,Shipped,1,INR,399,CHITTOOR,ANDHRA PRADESH,517001,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-WSJLDN3X7KEMO;Amazon PLCC Free-Financing Universal Merchant AAT-VL6FGQVGQVXUS;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
919,408-7767023-9733103,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-M,Set,M,B09NQ4NM75,Shipped,1,INR,597,BENGALURU,KARNATAKA,560067,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
920,402-6159360-3192305,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,JNE3407,JNE3407-KR-S,kurta,S,B0893DLLWX,Shipped,1,INR,249,COIMBATORE,TAMIL NADU,641049,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4,FALSE,Easy Ship
921,406-4919920-0965963,4/30/2022,Shipped - Delivered to Buyer,Merchant,Amazon.in,Standard,SET359,SET359-KR-NP-L,Set,L,B09RKFJ94S,Shipped,1,INR,1099,MUMBAI,MAHARASHTRA,400012,IN,Amazon PLCC Free-Financing Universal Merchant AAT-WNKTBO3K27EJC;Amazon PLCC Free-Financing Universal Merchant AAT-QX3UCCJESKPA2;Amazon PLCC Free-Financing Universal Merchant AAT-5QQ7BIYYQEDN2;Amazon PLCC Free-Financing Universal Merchant AAT-DSJ2QRXXWXVMQ;Amazon PLCC Free-Financing Universal Merchant AAT-CXJHMC2YJUK76;Amazon PLCC Free-Financing Universal Merchant AAT-SL3Y2YRMAUNFC;Amazon PLCC Free-Financing Universal Merchant AAT-CC4FAVTYR4X7C;Amazon PLCC Free-Financing Universal Merchant AAT-XXRCW6NZEPZI4;Amazon PLCC Free-Financing Universal Merchant AAT-EOKPWFWYW7Y6I;Amazon PLCC Free-Financing Universal Merchant AAT-ZYL5UPUNW6T62;Amazon PLCC Free-Financing Universal Merchant AAT-PZHUW6DZX4BPS;Amazon PLCC Free-Financing Universal Merchant AAT-ETXQ3XXWMRXBG;Amazon PLCC Free-Financing Universal Merchant AAT-7X3XCTYG64VBE;Amazon PLCC Free-Financing Universal Merchant AAT-7CHGD3WTS3MHM;Amazon PLCC Free-Financing Universal Merchant AAT-26ZDKNME27X42;Amazon PLCC Free-Financing Universal Merchant AAT-4ZF5KN6E4LJK4;Amazon PLCC Free-Financing Universal Merchant AAT-7RCXIKUAX7DDY;Amazon PLCC Free-Financing Universal Merchant AAT-TNYBHEAO7HOHO;Amazon PLCC Free-Financing Universal Merchant AAT-BRSZZ45H6MHAO;Amazon PLCC Free-Financing Universal Merchant AAT-MKLXOOZWQL7GO;Amazon PLCC Free-Financing Universal Merchant AAT-CB7UNXEXGIJTC;Amazon PLCC Free-Financing Universal Merchant #MP-gzasho-1593152694811;Amazon PLCC Free-Financing Universal Merchant AAT-WLBA4GZ52EAH4;Amazon PLCC Free-Financing Universal Merchant AAT-QMFZ3M7T5NPDS;Amazon PLCC Free-Financing Universal Merchant #MP-pmilan-1601980554292,FALSE,Easy Ship
922,402-5821417-6985934,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0377,J0377-SKD-XXXL,Set,3XL,B09QJ3VNR7,Shipped,1,INR,1099,SILIGURI,WEST BENGAL,734013,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
923,406-7489606-3781934,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,JNE3818,JNE3818-KR-XXL,kurta,XXL,B09LTY88GR,Shipped,1,INR,499,KUSHALANAGARA,KARNATAKA,571234,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
924,408-4543593-8672326,4/30/2022,Shipped,Amazon,Amazon.in,Expedited,J0341,J0341-DR-L,Western Dress,L,B099NRCT7B,Shipped,1,INR,744,kolkata,WEST BENGAL,700008,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,FALSE,
